"","lemme","freqlemfilms2","nb_lettres","anagramme"
"2180","titulaire",1.25,9,"ttruileai"
"2181","baroque",1.24,7,"rqaoueb"
"2182","bolchevique",1.24,11,"hveeblqcuoi"
"2183","dépravé",1.24,7,"adrévép"
"2184","nuageux",1.24,7,"anuegxu"
"2185","refoulé",1.24,7,"lferoué"
"2186","approuvé",1.23,8,"péaopruv"
"2187","californien",1.23,11,"lnacifniore"
"2188","hippie",1.23,6,"eipihp"
"2189","incompatible",1.23,12,"onlmbaiteicp"
"2190","inexpliqué",1.23,10,"liiéeuqnxp"
"2191","irremplaçable",1.23,13,"aimbrlleraeçp"
"2192","londonien",1.23,9,"ionoednln"
"2193","morose",1.23,6,"meoors"
"2194","provocant",1.23,9,"atcoropnv"
"2195","attachant",1.22,9,"hantcttaa"
"2196","continuel",1.22,9,"lutencion"
"2197","digestif",1.22,8,"sfdigiet"
"2198","fondé",1.22,5,"dféon"
"2199","inchangé",1.22,8,"nhéngica"
"2200","joué",1.22,4,"ojéu"
"2201","lacrymogène",1.22,11,"ngayecèomrl"
"2202","marseillais",1.22,11,"aiasmlrelsi"
"2203","moelleux",1.22,8,"euellmxo"
"2204","mélangé",1.22,7,"manlégé"
"2205","pakistanais",1.22,11,"itkaaisnasp"
"2206","élaboré",1.22,7,"éérbola"
"2207","éthique",1.22,7,"éqteihu"
"2208","afro",1.21,4,"arof"
"2209","bouilli",1.21,7,"ibluloi"
"2210","béant",1.21,5,"taénb"
"2211","injoignable",1.21,11,"nolibjingae"
"2212","laborieux",1.21,9,"iurbolexa"
"2213","neural",1.21,6,"euarnl"
"2214","pompette",1.21,8,"tptopeme"
"2215","pépère",1.21,6,"prpeèé"
"2216","beurre",1.2,6,"erbure"
"2217","blessant",1.2,8,"tsneabsl"
"2218","cliché",1.2,6,"chélci"
"2219","comestible",1.2,10,"temeislbco"
"2220","enivrant",1.2,8,"nneitvar"
"2221","foncier",1.2,7,"nrofeci"
"2222","idéaliste",1.2,9,"edétisali"
"2223","incendiaire",1.2,11,"cerieininad"
"2224","incident",1.2,8,"cinintde"
"2225","inconditionnel",1.2,14,"nitncoonniilde"
"2226","inébranlable",1.2,12,"ainlnlébeabr"
"2227","névrosé",1.2,7,"onvérsé"
"2228","prolétaire",1.2,10,"tlaéoirepr"
"2229","suppliant",1.2,9,"usplatinp"
"2230","ailé",1.19,4,"iaél"
"2231","alpin",1.19,5,"anpil"
"2232","brumeux",1.19,7,"reumbxu"
"2233","endurci",1.19,7,"deicnru"
"2234","frappé",1.19,6,"aéfppr"
"2235","frêle",1.19,5,"rêfle"
"2236","gitan",1.19,5,"tigna"
"2237","irakien",1.19,7,"aikirne"
"2238","martyr",1.19,6,"ymrart"
"2239","niais",1.19,5,"isian"
"2240","obsolète",1.19,8,"lsteèobo"
"2241","puce",1.19,4,"ecup"
"2242","rural",1.19,5,"rualr"
"2243","viral",1.19,5,"iravl"
"2244","zélé",1.19,4,"éléz"
"2245","analphabète",1.18,11,"ehabèntlaap"
"2246","difforme",1.18,8,"mfefdrio"
"2247","fiévreux",1.18,8,"fxeirvué"
"2248","fétide",1.18,6,"edtféi"
"2249","germanique",1.18,10,"eerqniagum"
"2250","irritant",1.18,8,"nirttria"
"2251","lavé",1.18,4,"aévl"
"2252","mafieux",1.18,7,"iamexuf"
"2253","parasite",1.18,8,"tiaresap"
"2254","plouc",1.18,5,"polcu"
"2255","sélectif",1.18,8,"itsfléec"
"2256","angoissé",1.17,8,"aosiésng"
"2257","annexe",1.17,6,"xnenea"
"2258","canadienne",1.17,10,"neaidnncae"
"2259","exaltant",1.17,8,"atlaxetn"
"2260","obtus",1.17,5,"otsub"
"2261","requis",1.17,6,"qiures"
"2262","respectif",1.17,9,"rictfsepe"
"2263","ruiné",1.17,5,"iuénr"
"2264","saccadé",1.17,7,"éscdcaa"
"2265","sortant",1.17,7,"oastrtn"
"2266","alcoolo",1.16,7,"cooallo"
"2267","bouffi",1.16,6,"obfufi"
"2268","consécutif",1.16,10,"ocnctifusé"
"2269","harmonieux",1.16,10,"eriaonhxum"
"2270","hypnotique",1.16,10,"hupnetqyio"
"2271","insaisissable",1.16,13,"sbinsasesalii"
"2272","jetable",1.16,7,"altebje"
"2273","mordu",1.16,5,"dumro"
"2274","narcissique",1.16,11,"qasuensicir"
"2275","négligeable",1.16,11,"éeelganblig"
"2276","puritain",1.16,8,"tnipirua"
"2277","archaïque",1.15,9,"aeïrcuqha"
"2278","carburant",1.15,9,"cbaarunrt"
"2279","communautaire",1.15,13,"uumicmaaoertn"
"2280","indécis",1.15,7,"dsincéi"
"2281","jeté",1.15,4,"étej"
"2282","mythique",1.15,8,"iqthymue"
"2283","cannibale",1.14,9,"baneinalc"
"2284","citron",1.14,6,"ictonr"
"2285","consultant",1.14,10,"lnusncttao"
"2286","extrait",1.14,7,"xaeittr"
"2287","fortiche",1.14,8,"trifoche"
"2288","impertinent",1.14,11,"nitpmeinter"
"2289","impopulaire",1.14,11,"pupraoiilme"
"2290","prolongé",1.14,8,"roépgonl"
"2291","reposant",1.14,8,"arpenost"
"2292","servile",1.14,7,"vleries"
"2293","aspirant",1.13,8,"ratnpsia"
"2294","catégorique",1.13,11,"tgraoiéceuq"
"2295","débordant",1.13,9,"énoadrbdt"
"2296","exécrable",1.13,9,"eeécralxb"
"2297","galactique",1.13,10,"gulaqceati"
"2298","hargneux",1.13,8,"nxgauehr"
"2299","impudent",1.13,8,"utmednpi"
"2300","indiscutable",1.13,12,"edianlistubc"
"2301","intraveineux",1.13,12,"naeuitirxven"
"2302","mino",1.13,4,"omni"
"2303","rompu",1.13,5,"rmpou"
"2304","statistique",1.13,11,"sitqasutite"
"2305","tumultueux",1.13,10,"xututuueml"
"2306","éclaté",1.13,6,"léécat"
"2307","éliminé",1.13,7,"mééinli"
"2308","assoiffé",1.12,8,"sfaiésof"
"2309","auguste",1.12,7,"tsauegu"
"2310","comble",1.12,6,"elocmb"
"2311","dorsal",1.12,6,"dlosra"
"2312","expressif",1.12,9,"psexrfeis"
"2313","féministe",1.12,9,"énmiitsfe"
"2314","invulnérable",1.12,12,"nenvbiulraél"
"2315","plaintif",1.12,8,"liianfpt"
"2316","prévenant",1.12,9,"vpnneaért"
"2317","pudique",1.12,7,"puieuqd"
"2318","rétro",1.12,5,"rrtoé"
"2319","astronomique",1.11,12,"stnriuoaeomq"
"2320","balistique",1.11,10,"lisaetiubq"
"2321","captif",1.11,6,"pftaic"
"2322","carcéral",1.11,8,"arérclca"
"2323","inexploré",1.11,9,"poxéielnr"
"2324","maure",1.11,5,"raume"
"2325","profane",1.11,7,"rpofnea"
"2326","suave",1.11,5,"easvu"
"2327","tabou",1.11,5,"oatub"
"2328","averti",1.1,6,"viaetr"
"2329","correspondant",1.1,13,"nnaetospodrrc"
"2330","couchant",1.1,8,"aocuthcn"
"2331","déchu",1.1,5,"hcédu"
"2332","dépourvu",1.1,8,"éouprduv"
"2333","entouré",1.1,7,"ounerté"
"2334","hybride",1.1,7,"hbyrdei"
"2335","intégré",1.1,7,"gtnéréi"
"2336","inédit",1.1,6,"iénitd"
"2337","manifeste",1.1,9,"eseafntmi"
"2338","orchestral",1.1,10,"ohsrlcaetr"
"2339","repu",1.1,4,"rpeu"
"2340","scintillant",1.1,11,"ilttinasncl"
"2341","suspicieux",1.1,10,"upscexusii"
"2342","vindicatif",1.1,10,"fvcaidinti"
"2343","vénéré",1.1,6,"vnéréé"
"2344","écoulé",1.1,6,"éucloé"
"2345","électrogène",1.1,11,"nèrlocégtee"
"2346","cardinal",1.09,8,"lcnaraid"
"2347","crédule",1.09,7,"ercélud"
"2348","déroutant",1.09,9,"tnuoadtér"
"2349","désinvolte",1.09,10,"dtélenvosi"
"2350","fuyant",1.09,6,"antyfu"
"2351","infrarouge",1.09,10,"orguaenrif"
"2352","magnanime",1.09,9,"menaangim"
"2353","maussade",1.09,8,"esadsuma"
"2354","minier",1.09,6,"riemin"
"2355","napolitain",1.09,10,"npioiatanl"
"2356","neuvième",1.09,8,"iènevemu"
"2357","offrant",1.09,7,"ntforaf"
"2358","pensant",1.09,7,"antnspe"
"2359","portoricain",1.09,11,"arritcipoon"
"2360","schizophrène",1.09,12,"epohicrsnèzh"
"2361","servant",1.09,7,"sntvaer"
"2362","sexiste",1.09,7,"eseisxt"
"2363","budgétaire",1.08,10,"iubgreédat"
"2364","côtier",1.08,6,"terciô"
"2365","effarant",1.08,8,"eartffan"
"2366","envahissant",1.08,11,"ensnshtvaia"
"2367","frileux",1.08,7,"exfuilr"
"2368","grassouillet",1.08,12,"ioglsealtrsu"
"2369","indésirable",1.08,11,"ebéandsrili"
"2370","littéral",1.08,8,"téalltir"
"2371","mise",1.08,4,"esmi"
"2372","progressiste",1.08,12,"srogsiesretp"
"2373","repris",1.08,6,"rrsiep"
"2374","rugueux",1.08,7,"ugexuru"
"2375","substantiel",1.08,11,"asetlustbni"
"2376","séduit",1.08,6,"usdtié"
"2377","échappé",1.08,7,"hpéapcé"
"2378","approximatif",1.07,12,"miprtoxfiaap"
"2379","arménien",1.07,8,"rnméinae"
"2380","battant",1.07,7,"tnbatta"
"2381","discipliné",1.07,10,"cénipsdiil"
"2382","décontracté",1.07,11,"tacodcnrtéé"
"2383","enfoui",1.07,6,"ineuof"
"2384","flamboyant",1.07,10,"yamoltbnfa"
"2385","flasque",1.07,7,"efqlasu"
"2386","illicite",1.07,8,"iillecit"
"2387","indomptable",1.07,11,"mdentlpbioa"
"2388","intergalactique",1.07,15,"alrgiceeantqtui"
"2389","éhonté",1.07,6,"hétoén"
"2390","aigri",1.06,5,"giair"
"2391","amiable",1.06,7,"laieamb"
"2392","attardé",1.06,7,"tatrdaé"
"2393","clignotant",1.06,10,"ttcglnoian"
"2394","comblé",1.06,6,"éobmcl"
"2395","consistant",1.06,10,"sontnacsit"
"2396","enclenché",1.06,9,"hécnclnee"
"2397","fanatique",1.06,9,"fateaqniu"
"2398","fanny",1.06,5,"fnyna"
"2399","funk",1.06,4,"ufkn"
"2400","impec",1.06,5,"mecpi"
"2401","morne",1.06,5,"nemor"
"2402","piqué",1.06,5,"uqéip"
"2403","polisson",1.06,8,"soosinlp"
"2404","représentatif",1.06,13,"eenitrptrséfa"
"2405","retardé",1.06,7,"éatredr"
"2406","ribaud",1.06,6,"buadir"
"2407","rocheux",1.06,7,"oucrxhe"
"2408","réjouissant",1.06,11,"nstjuairséo"
"2409","scellé",1.06,6,"lsélce"
"2410","suceur",1.06,6,"cuurse"
"2411","adhésif",1.05,7,"hésdafi"
"2412","coléreux",1.05,8,"élrxcueo"
"2413","conduit",1.05,7,"diountc"
"2414","désintéressé",1.05,12,"sétsnériedsé"
"2415","emprunté",1.05,8,"néterpum"
"2416","foetal",1.05,6,"foealt"
"2417","friqué",1.05,6,"uéfiqr"
"2418","fructueux",1.05,9,"cuetufrxu"
"2419","nutritif",1.05,8,"itnurtif"
"2420","relaxe",1.05,6,"eraxel"
"2421","risible",1.05,7,"ebilrsi"
"2422","réalisé",1.05,7,"éraélsi"
"2423","répété",1.05,6,"péérté"
"2424","scélérat",1.05,8,"lésraéct"
"2425","baraqué",1.04,7,"abrqéua"
"2426","compulsif",1.04,9,"ufspimlco"
"2427","dérangeant",1.04,10,"traannegdé"
"2428","envieux",1.04,7,"nivxuee"
"2429","indigène",1.04,8,"indieèng"
"2430","insoutenable",1.04,12,"saenlioubtne"
"2431","majoritaire",1.04,11,"iojatermair"
"2432","malpoli",1.04,7,"omilpla"
"2433","microscopique",1.04,13,"pmsiorqeoucci"
"2434","passible",1.04,8,"eslsbapi"
"2435","possessif",1.04,9,"psessoifs"
"2436","putride",1.04,7,"uptderi"
"2437","ridé",1.04,4,"réid"
"2438","réchauffé",1.04,9,"fcééahufr"
"2439","révélateur",1.04,10,"tuvéraerlé"
"2440","vietnamien",1.04,10,"etiienmnav"
"2441","anodin",1.03,6,"ondnia"
"2442","beige",1.03,5,"bgeei"
"2443","chantant",1.03,8,"thtaacnn"
"2444","crevant",1.03,7,"vacetrn"
"2445","divisionnaire",1.03,13,"dinsiiianorev"
"2446","diététique",1.03,10,"tqiitdéueé"
"2447","décapotable",1.03,11,"alpacbtedéo"
"2448","ingénu",1.03,6,"néngui"
"2449","romanesque",1.03,10,"oqasemrneu"
"2450","symétrique",1.03,10,"myeuitrséq"
"2451","taciturne",1.03,9,"aitetrucn"
"2452","velu",1.03,4,"ulve"
"2453","éclos",1.03,5,"locés"
"2454","adopté",1.02,6,"dtpoaé"
"2455","barjo",1.02,5,"arbjo"
"2456","bigleux",1.02,7,"gelibxu"
"2457","bâti",1.02,4,"tâbi"
"2458","craignos",1.02,8,"sngraoic"
"2459","défaillant",1.02,10,"éatlnidfla"
"2460","désiré",1.02,6,"éédisr"
"2461","enrobé",1.02,6,"robené"
"2462","gauchiste",1.02,9,"egchaitsu"
"2463","impressionnable",1.02,15,"pasnsbineroilme"
"2464","journalier",1.02,10,"jualeinror"
"2465","symphonique",1.02,11,"yqsnuiphoem"
"2466","versé",1.02,5,"esrév"
"2467","charmeur",1.01,8,"cmareuhr"
"2468","coulant",1.01,7,"oltuanc"
"2469","déconcertant",1.01,12,"énortcctaedn"
"2470","immeuble",1.01,8,"mblmueie"
"2471","inexact",1.01,7,"ciatnxe"
"2472","inéluctable",1.01,11,"ctnuaéiellb"
"2473","nourrissant",1.01,11,"ussaorrnnti"
"2474","noué",1.01,4,"ouné"
"2475","oppressant",1.01,10,"orpanspste"
"2476","pacificateur",1.01,12,"fapeaiirctcu"
"2477","pointilleux",1.01,11,"pxleitonlui"
"2478","progressif",1.01,10,"sprsigrofe"
"2479","touffu",1.01,6,"uuffto"
"2480","émetteur",1.01,8,"trtméeue"
"2481","épineux",1.01,7,"eéxnuip"
"2482","alphabétique",1,12,"qeiatbpléhua"
"2483","aveuglant",1,9,"utaanlvge"
"2484","blasé",1,5,"basél"
"2485","bouddhiste",1,10,"bdteudsohi"
"2486","chatouilleux",1,12,"liulctxuahoe"
"2487","coiffé",1,6,"ifcéof"
"2488","feint",1,5,"ientf"
"2489","manchot",1,7,"onhtamc"
"2490","méridional",1,10,"néilaidorm"
"2491","perturbant",1,10,"netutrprba"
"2492","préhenseur",1,10,"uesrprnehé"
"2493","présomptueux",1,12,"émtrxesupupo"
"2494","tribal",1,6,"tailrb"
"2495","étourdi",1,7,"édiurto"
"2496","commerçant",0.99,10,"çmerncamto"
"2497","gothique",0.99,8,"oghiqetu"
"2498","gratifiant",0.99,10,"atigtiarfn"
"2499","libérateur",0.99,10,"aertruléib"
"2500","occasionnel",0.99,11,"leonaconsic"
"2501","ordonné",0.99,7,"rdnnooé"
"2502","senior",0.99,6,"isoner"
"2503","teint",0.99,5,"etnti"
"2504","équivalent",0.99,10,"élvtiqeuna"
"2505","chiffonné",0.98,9,"nonffciéh"
"2506","dingo",0.98,5,"dgino"
"2507","feignant",0.98,8,"nfeitnag"
"2508","fébrile",0.98,7,"fieblér"
"2509","hermétique",0.98,10,"ihtmueeqér"
"2510","irrécupérable",0.98,13,"crélraérbiuep"
"2511","pacifiste",0.98,9,"tcpaiesif"
"2512","précaire",0.98,8,"éaripcer"
"2513","surréaliste",0.98,11,"tireaséulsr"
"2514","tissu",0.98,5,"stusi"
"2515","traînée",0.98,7,"rnîaéet"
"2516","variable",0.98,8,"ibavrlea"
"2517","éloquent",0.98,8,"leéqtnuo"
"2518","antipathique",0.97,12,"tietaaiphuqn"
"2519","dominateur",0.97,10,"ruditonema"
"2520","florissant",0.97,10,"rnatilfsso"
"2521","férié",0.97,5,"fiéér"
"2522","géographique",0.97,12,"hqgéreupaiog"
"2523","hétérosexuel",0.97,12,"elértseoxuéh"
"2524","indéniable",0.97,10,"lbdeéiainn"
"2525","inépuisable",0.97,11,"épanebluiis"
"2526","maboul",0.97,6,"bomlua"
"2527","patraque",0.97,8,"aautrqpe"
"2528","pompeux",0.97,7,"euppmox"
"2529","prouvé",0.97,6,"rpévou"
"2530","renommé",0.97,7,"émrnoem"
"2531","sinueux",0.97,7,"suiuxne"
"2532","synonyme",0.97,8,"nnmeysyo"
"2533","thaï",0.97,4,"aïth"
"2534","antisémite",0.96,10,"éiimtatsen"
"2535","candide",0.96,7,"cdaenid"
"2536","clairvoyant",0.96,11,"rncvatlyaio"
"2537","confisqué",0.96,9,"coéfqiuns"
"2538","froissé",0.96,7,"osfrsié"
"2539","fumigène",0.96,8,"enèimfug"
"2540","haineux",0.96,7,"nexhuai"
"2541","impayé",0.96,6,"iapémy"
"2542","inerte",0.96,6,"nreeit"
"2543","momentané",0.96,9,"ntnémmoea"
"2544","observé",0.96,7,"vrbéeso"
"2545","troué",0.96,5,"otéur"
"2546","virulent",0.96,8,"linetvur"
"2547","écrasant",0.96,8,"scarnaté"
"2548","amène",0.95,5,"enèma"
"2549","aventureux",0.95,10,"ueexauvrtn"
"2550","chaotique",0.95,9,"ciqeoatuh"
"2551","criard",0.95,6,"irdcar"
"2552","fieffé",0.95,6,"ffféei"
"2553","gaillard",0.95,8,"lligdraa"
"2554","illusoire",0.95,9,"liueslroi"
"2555","insondable",0.95,10,"beanlsodin"
"2556","irrépressible",0.95,13,"ebseirérrlsip"
"2557","lyrique",0.95,7,"yirqule"
"2558","malveillant",0.95,11,"lnetamillva"
"2559","rapace",0.95,6,"aeprac"
"2560","vorace",0.95,6,"ovacer"
"2561","vénitien",0.95,8,"néiievtn"
"2562","balancé",0.94,7,"alcbéna"
"2563","boche",0.94,5,"eocbh"
"2564","distrayant",0.94,10,"iynattsdar"
"2565","dépouillé",0.94,9,"élpliéoud"
"2566","dévorant",0.94,8,"vrtnaodé"
"2567","ennuyant",0.94,8,"ntenauyn"
"2568","figé",0.94,4,"iégf"
"2569","fécond",0.94,6,"ondfcé"
"2570","fémoral",0.94,7,"amrlféo"
"2571","inanimé",0.94,7,"aénimin"
"2572","incalculable",0.94,12,"ialauceblcnl"
"2573","malchanceux",0.94,11,"laehaccnumx"
"2574","naissant",0.94,8,"sinastan"
"2575","spectral",0.94,8,"srtelcpa"
"2576","talmudique",0.94,10,"uudlaimqte"
"2577","vérifié",0.94,7,"révéifi"
"2578","capillaire",0.93,10,"cliearialp"
"2579","croate",0.93,6,"taerco"
"2580","entretenu",0.93,9,"eeeutrnnt"
"2581","formé",0.93,5,"rfmoé"
"2582","incompris",0.93,9,"oscmirpin"
"2583","infranchissable",0.93,15,"rnfhsaniaeblsci"
"2584","levant",0.93,6,"vnltae"
"2585","mastoïde",0.93,8,"damoteïs"
"2586","offensant",0.93,9,"aofnfnest"
"2587","sterling",0.93,8,"gesrlint"
"2588","toxicologique",0.93,13,"teclxgiiooouq"
"2589","admis",0.92,5,"smadi"
"2590","avarié",0.92,6,"évraia"
"2591","déshonorant",0.92,11,"shtdroéoann"
"2592","entrant",0.92,7,"nteatrn"
"2593","inflammable",0.92,11,"lmanialefbm"
"2594","irréfléchi",0.92,10,"éhéflcrrii"
"2595","militant",0.92,8,"ilmtnita"
"2596","mouvementé",0.92,10,"mmoeunévet"
"2597","pavé",0.92,4,"péva"
"2598","perse",0.92,5,"serep"
"2599","photomaton",0.92,10,"nhootmtpao"
"2600","révoltant",0.92,9,"lavrttoén"
"2601","taillé",0.92,6,"éillat"
"2602","émérite",0.92,7,"mtérieé"
"2603","affolé",0.91,6,"folfaé"
"2604","chétif",0.91,6,"étichf"
"2605","cité",0.91,4,"ctié"
"2606","donneur",0.91,7,"ndeonur"
"2607","intenable",0.91,9,"nnetebali"
"2608","languissant",0.91,11,"ugntalainss"
"2609","marxiste",0.91,8,"ximtsare"
"2610","modifié",0.91,7,"émodifi"
"2611","métaphysique",0.91,12,"ypshiqétueam"
"2612","persuadé",0.91,8,"uedrséap"
"2613","rythmé",0.91,6,"rthméy"
"2614","thermos",0.91,7,"rheomst"
"2615","volcanique",0.91,10,"ualcveniqo"
"2616","benoît",0.9,6,"nbeîto"
"2617","claustrophobe",0.9,13,"orpasbchotule"
"2618","combatif",0.9,8,"cibfotam"
"2619","conçu",0.9,5,"unçoc"
"2620","dirigeant",0.9,9,"gntriaied"
"2621","désemparé",0.9,9,"pmdéeasér"
"2622","honoraire",0.9,9,"hrornaieo"
"2623","impotent",0.9,8,"potemnti"
"2624","meublé",0.9,6,"eémblu"
"2625","monétaire",0.9,9,"ornatméei"
"2626","performant",0.9,10,"eprotanfrm"
"2627","perçant",0.9,7,"çarntpe"
"2628","réglementaire",0.9,13,"ganeieémrertl"
"2629","répétitif",0.9,9,"itéirptfé"
"2630","saligaud",0.9,8,"adugsail"
"2631","tricheur",0.9,8,"erruhcti"
"2632","trompé",0.9,6,"mopért"
"2633","vestimentaire",0.9,13,"iattvemnieres"
"2634","élastique",0.9,9,"iaelsqéut"
"2635","époustouflant",0.9,13,"suotfaopltuné"
"2636","carbonique",0.89,10,"aroqieubnc"
"2637","dodu",0.89,4,"odud"
"2638","espiègle",0.89,8,"eèsgilep"
"2639","incendié",0.89,8,"éndcniei"
"2640","logé",0.89,4,"oégl"
"2641","malencontreux",0.89,13,"uclroenetxanm"
"2642","psychédélique",0.89,13,"suheéqdyicélp"
"2643","pénétrant",0.89,9,"natréétpn"
"2644","saumon",0.89,6,"mnuoas"
"2645","toqué",0.89,5,"touéq"
"2646","tzigane",0.89,7,"anteigz"
"2647","underground",0.89,11,"rugnedround"
"2648","vicelard",0.89,8,"irldavec"
"2649","vraisemblable",0.89,13,"saeevalirblmb"
"2650","assisté",0.88,7,"étissas"
"2651","audiovisuel",0.88,11,"dsievouiaul"
"2652","beurré",0.88,6,"rerubé"
"2653","bondé",0.88,5,"déobn"
"2654","botanique",0.88,9,"qnotuibae"
"2655","campagnard",0.88,10,"dgpnaarmca"
"2656","combiné",0.88,7,"bcomnié"
"2657","conquis",0.88,7,"oqusnic"
"2658","diagnostique",0.88,12,"usdotqngieai"
"2659","désolant",0.88,8,"tldnsoaé"
"2660","esseulé",0.88,7,"éeusles"
"2661","fantasque",0.88,9,"suafenqat"
"2662","festif",0.88,6,"siteff"
"2663","flambant",0.88,8,"fatmlanb"
"2664","incassable",0.88,10,"csenaialbs"
"2665","insipide",0.88,8,"ideiinsp"
"2666","preux",0.88,5,"uxpre"
"2667","sociopathe",0.88,10,"chiasopeot"
"2668","tenant",0.88,6,"antnet"
"2669","tombant",0.88,7,"ttnambo"
"2670","équivoque",0.88,9,"quqvoéieu"
"2671","captivant",0.87,9,"ptniavtac"
"2672","grandissant",0.87,11,"nsnragsidat"
"2673","graphique",0.87,9,"uiehapgqr"
"2674","jugé",0.87,4,"éujg"
"2675","largué",0.87,6,"graléu"
"2676","loufoque",0.87,8,"fuqlouoe"
"2677","recevable",0.87,9,"elbeavcer"
"2678","relié",0.87,5,"leéir"
"2679","rudimentaire",0.87,12,"urnteamderii"
"2680","allant",0.86,6,"tnllaa"
"2681","altruiste",0.86,9,"slrettuia"
"2682","barbelé",0.86,7,"lbeabér"
"2683","dilaté",0.86,6,"italdé"
"2684","délinquant",0.86,10,"itdnqéalun"
"2685","fringant",0.86,8,"infnartg"
"2686","fréquenté",0.86,9,"feénétrqu"
"2687","impersonnel",0.86,11,"roimpeelsnn"
"2688","incohérent",0.86,10,"nnéchitero"
"2689","inconsidéré",0.86,11,"irsdéiéocnn"
"2690","inopportun",0.86,10,"uoopinrtnp"
"2691","intransigeant",0.86,13,"annrtiaigtesn"
"2692","paralysant",0.86,10,"lpyarntaas"
"2693","proportionnel",0.86,13,"tnopplioerrno"
"2694","rubis",0.86,5,"subir"
"2695","sensoriel",0.86,9,"esnlsoire"
"2696","syphilitique",0.86,12,"hiqlestiipuy"
"2697","systématique",0.86,12,"uitmyetsqésa"
"2698","tortueux",0.86,8,"uxroettu"
"2699","vibrant",0.86,7,"vatbinr"
"2700","épanoui",0.86,7,"oinaépu"
"2701","abusif",0.85,6,"ifbsau"
"2702","controversé",0.85,11,"creootésvrn"
"2703","coutumier",0.85,9,"iuuteocmr"
"2704","dénommé",0.85,7,"émdmoén"
"2705","désaffecté",0.85,10,"efscédatéf"
"2706","envisageable",0.85,12,"laegesvaineb"
"2707","exubérant",0.85,9,"ébxruaent"
"2708","fugace",0.85,6,"uceafg"
"2709","hôtelier",0.85,8,"rhtlôiee"
"2710","improductif",0.85,11,"impuotcdirf"
"2711","inconstant",0.85,10,"actntinosn"
"2712","intentionnel",0.85,12,"itnenoeltnni"
"2713","lacté",0.85,5,"élact"
"2714","médicinal",0.85,9,"caéiindlm"
"2715","méritant",0.85,8,"anttérmi"
"2716","offensif",0.85,8,"noffefsi"
"2717","oisif",0.85,5,"iisof"
"2718","piéton",0.85,6,"étopin"
"2719","réparable",0.85,9,"raepalrbé"
"2720","siamois",0.85,7,"soiisam"
"2721","évasif",0.85,6,"fasévi"
"2722","aberrant",0.84,8,"trrbnaea"
"2723","appris",0.84,6,"sprpia"
"2724","arrosé",0.84,6,"réraso"
"2725","barjot",0.84,6,"rabojt"
"2726","camé",0.84,4,"émca"
"2727","commémoratif",0.84,12,"mmomfériacto"
"2728","contrariant",0.84,11,"tarniactonr"
"2729","détraqué",0.84,8,"éaqrédut"
"2730","hautain",0.84,7,"hautnai"
"2731","impérialiste",0.84,12,"lpaimsteiéir"
"2732","invaincu",0.84,8,"ncnuiiva"
"2733","larmoyant",0.84,9,"ynlmaator"
"2734","lisible",0.84,7,"lbsilei"
"2735","luné",0.84,4,"unél"
"2736","millénaire",0.84,10,"lnlrméieai"
"2737","moustachu",0.84,9,"oschumuta"
"2738","mêlé",0.84,4,"lêém"
"2739","onéreux",0.84,7,"néxeuor"
"2740","paralytique",0.84,11,"ralaeuyitpq"
"2741","prophétique",0.84,11,"qpehpéuroit"
"2742","repenti",0.84,7,"nptiree"
"2743","surnommé",0.84,8,"nuérmosm"
"2744","translucide",0.84,11,"icstdluenar"
"2745","algérien",0.83,8,"nléegari"
"2746","crochu",0.83,6,"cruhoc"
"2747","décoratif",0.83,9,"adcfortié"
"2748","exorbitant",0.83,10,"aotexnritb"
"2749","illisible",0.83,9,"lebiillis"
"2750","immigré",0.83,7,"mégiirm"
"2751","inquisiteur",0.83,11,"qeutiiisnru"
"2752","nuisible",0.83,8,"biilnseu"
"2753","oblique",0.83,7,"uqebilo"
"2754","politicien",0.83,10,"icilinpoet"
"2755","posthume",0.83,8,"uospmthe"
"2756","thermal",0.83,7,"rteahlm"
"2757","bactériologique",0.82,15,"ceoqraéuiibotgl"
"2758","balourd",0.82,7,"burolad"
"2759","berlinois",0.82,9,"oelibsrin"
"2760","blondasse",0.82,9,"assnbedlo"
"2761","bosniaque",0.82,9,"osebnquia"
"2762","congénital",0.82,10,"oilncaéngt"
"2763","contondant",0.82,10,"taodncntno"
"2764","dentifrice",0.82,10,"crnfdeitie"
"2765","dissolu",0.82,7,"uolsdis"
"2766","dévasté",0.82,7,"édtavés"
"2767","extrémiste",0.82,10,"xieétrsetm"
"2768","graisseux",0.82,9,"ierusagsx"
"2769","idyllique",0.82,9,"idluqiley"
"2770","indicible",0.82,9,"iiedibnlc"
"2771","irrévocable",0.82,11,"crvaréeolib"
"2772","matérialiste",0.82,12,"aimteailréts"
"2773","moqueur",0.82,7,"omequru"
"2774","mousse",0.82,6,"eossmu"
"2775","piteux",0.82,6,"piuetx"
"2776","poster",0.82,6,"roepst"
"2777","sulfurique",0.82,10,"luiqsuuerf"
"2778","véridique",0.82,9,"eérqvdiui"
"2779","énigmatique",0.82,11,"iatugmqenéi"
"2780","acéré",0.81,5,"cééar"
"2781","calmant",0.81,7,"nmcalat"
"2782","caucasien",0.81,9,"sccniauea"
"2783","chocolaté",0.81,9,"acétohcol"
"2784","châtain",0.81,7,"atâichn"
"2785","complémentaire",0.81,14,"tpmreoénlmcaei"
"2786","corpulent",0.81,9,"ecunolrpt"
