,lemme,phon,cgram,nblettres,freqlemfilms2,freqlemlivres
11232,afghan,afg@,ADJ,6,1.48,0.68
11239,philosophique,filozofik,ADJ,13,1.48,4.19
11245,monotone,monotOn,ADJ,8,1.48,15.47
11246,blême,blEm,ADJ,5,1.48,14.73
11247,vaudou,vodu,ADJ,6,1.48,0.68
11248,maniaque,manjak,ADJ,8,1.48,5.88
11250,fleuri,fl9Ri,ADJ,6,1.48,10.14
11263,juvénile,Zyvenil,ADJ,8,1.48,6.89
11270,impuni,5pyni,ADJ,6,1.48,0.74
11271,traumatisant,tRomatiz@,ADJ,12,1.48,0.14
11283,bienveillant,bj5vEj@,ADJ,12,1.47,7.5
11286,néerlandais,neERl@dE,ADJ,11,1.47,0.88
11287,choc,SOk,ADJ,4,1.47,1.69
11293,horizontal,oRiz§tal,ADJ,10,1.47,10.47
11295,cupide,kypid,ADJ,6,1.47,1.15
11296,décadent,dekad@,ADJ,8,1.47,1.35
11299,saisi,sezi,ADJ,5,1.47,3.92
11303,consentant,k§s@t@,ADJ,10,1.47,2.77
11306,aiguisé,egize,ADJ,7,1.47,1.69
11308,imposant,5poz@,ADJ,8,1.47,9.39
11312,prémédité,pRemedite,ADJ,9,1.46,0.95
11318,désireux,deziR2,ADJ,8,1.46,7.43
11324,barbu,baRby,ADJ,5,1.46,8.31
11325,succulent,sykyl@,ADJ,9,1.46,2.77
11328,portée,pORte,ADJ,6,1.46,3.85
11337,approfondi,apRof§di,ADJ,10,1.46,1.69
11338,retenu,R°t°ny,ADJ,6,1.46,7.64
11342,bandant,b@d@,ADJ,7,1.46,1.55
11346,rancunier,R@kynje,ADJ,9,1.46,1.69
11360,importé,5pORte,ADJ,7,1.45,0.54
11364,pessimiste,pesimist,ADJ,10,1.45,3.65
11371,concurrent,k§kyR@,ADJ,10,1.45,1.62
11375,bridé,bRide,ADJ,5,1.45,2.64
11382,retiré,R°tiRe,ADJ,6,1.44,2.43
11383,divertissant,divERtis@,ADJ,12,1.44,1.55
11385,réceptif,ResEptif,ADJ,8,1.44,0.68
11392,maladif,maladif,ADJ,7,1.44,5.14
11394,officieux,ofisj2,ADJ,9,1.44,1.35
11396,lapon,lap§,ADJ,5,1.44,0.14
11406,préoccupé,pReokype,ADJ,9,1.44,4.86
11410,impétueux,5pet82,ADJ,9,1.44,2.97
11420,obsessionnel,OpsesjonEl,ADJ,12,1.43,1.15
11426,dévastateur,devastat9R,ADJ,11,1.43,1.89
11428,motivé,motive,ADJ,6,1.43,0.47
11430,terrorisé,tERoRize,ADJ,9,1.43,2.97
11432,crâne,kRan,ADJ,5,1.43,2.5
11434,passionnel,pasjonEl,ADJ,10,1.43,3.92
11437,nordique,nORdik,ADJ,8,1.43,1.69
11445,périlleux,peRij2,ADJ,9,1.43,6.76
11457,existant,Egzist@,ADJ,8,1.43,2.03
11458,flexible,flEksibl,ADJ,8,1.43,3.18
11467,renfermé,R@fERme,ADJ,8,1.42,1.01
11470,cinématographique,sinematogRafik,ADJ,17,1.42,2.23
11474,encombrant,@k§bR@,ADJ,10,1.42,6.08
11479,éprouvant,epRuv@,ADJ,9,1.42,2.77
11481,hébreu,ebR2,ADJ,6,1.42,1.35
11483,estropié,EstRopje,ADJ,8,1.42,1.15
11485,tournant,tuRn@,ADJ,8,1.42,7.09
11498,concis,k§si,ADJ,6,1.42,0.68
11502,ardu,aRdy,ADJ,4,1.42,5.0
11505,accablant,akabl@,ADJ,9,1.41,5.41
11506,déloyal,delwajal,ADJ,7,1.41,0.54
11516,hydraulique,idRolik,ADJ,11,1.41,1.15
11517,inconsolable,5k§solabl,ADJ,12,1.41,1.69
11518,académique,akademik,ADJ,10,1.41,1.15
11520,combattant,k§bat@,ADJ,10,1.41,16.01
11531,uniforme,ynifORm,ADJ,8,1.41,7.09
11533,bredouille,bR°duj,ADJ,10,1.41,2.7
11534,déformé,defORme,ADJ,7,1.41,3.65
11535,bandé,b@de,ADJ,5,1.4,3.58
11537,glauque,glok,ADJ,7,1.4,9.32
11541,matrimonial,matRimonjal,ADJ,11,1.4,1.28
11543,souhaitable,swEtabl,ADJ,11,1.4,3.72
11549,obèse,obEz,ADJ,5,1.4,3.58
11556,défini,defini,ADJ,6,1.4,3.38
11563,jojo,ZoZo,ADJ,4,1.4,1.15
11569,noté,note,ADJ,4,1.4,0.68
11573,habité,abite,ADJ,6,1.4,3.85
11583,désirable,deziRabl,ADJ,9,1.39,5.2
11586,minimal,minimal,ADJ,7,1.39,0.81
11588,embêté,@bEte,ADJ,6,1.39,2.16
11589,païen,paj5,ADJ,5,1.39,3.38
11591,problématique,pRoblematik,ADJ,13,1.39,1.22
11601,fastidieux,fastidj2,ADJ,10,1.39,4.12
11603,pornographique,pORnogRafik,ADJ,14,1.39,1.82
11604,attrayant,atREj@,ADJ,9,1.39,1.22
11605,frustrant,fRystR@,ADJ,9,1.39,0.14
11610,athée,ate,ADJ,5,1.39,1.96
11615,boueux,bw2,ADJ,6,1.38,11.15
11621,dérisoire,deRizwaR,ADJ,9,1.38,21.42
11626,germain,ZERm5,ADJ,7,1.38,2.23
11629,bulgare,bylgaR,ADJ,7,1.38,0.95
11631,craintif,kR5tif,ADJ,8,1.38,8.31
11634,impératif,5peRatif,ADJ,9,1.38,3.78
11639,tenté,t@te,ADJ,5,1.38,1.01
11646,récurrent,RekyR@,ADJ,9,1.38,0.41
11655,donnant,don@,ADJ,7,1.38,3.78
11665,asthmatique,asmatik,ADJ,11,1.37,1.22
11666,ethnique,Etnik,ADJ,8,1.37,1.01
11668,lombaire,l§bER,ADJ,8,1.37,0.34
11679,colossal,kolosal,ADJ,8,1.37,9.05
11681,négligé,negliZe,ADJ,7,1.37,2.7
11682,usagé,yzaZe,ADJ,5,1.37,3.11
11684,louable,lwabl,ADJ,7,1.37,1.89
11685,survivant,syRviv@,ADJ,9,1.37,1.55
11689,pointé,pw5te,ADJ,6,1.36,2.23
11692,phénoménal,fenomenal,ADJ,10,1.36,1.62
11696,abondant,ab§d@,ADJ,8,1.36,7.03
11698,abrupt,abRypt,ADJ,6,1.36,7.43
11702,avantageux,av@taZ2,ADJ,10,1.36,5.07
11703,exalté,Egzalte,ADJ,6,1.36,4.26
11706,acquis,aki,ADJ,6,1.36,6.28
11714,gaulois,golwa,ADJ,7,1.36,3.04
11716,quantique,kw@tik,ADJ,9,1.36,0.07
11723,étouffant,etuf@,ADJ,9,1.36,7.97
11726,condescendant,k§des@d@,ADJ,13,1.35,2.09
11730,déraisonnable,deREzonabl,ADJ,13,1.35,2.77
11737,gastrique,gastRik,ADJ,9,1.35,0.61
11742,chercheur,SERS9R,ADJ,9,1.35,0.81
11758,autoritaire,otoRitER,ADJ,11,1.35,3.65
11760,étoilé,etwale,ADJ,6,1.35,3.18
11761,gonflable,g§flabl,ADJ,9,1.35,0.95
11763,partisan,paRtiz@,ADJ,8,1.35,2.77
11764,intégral,5tegRal,ADJ,8,1.35,5.27
11767,finlandais,f5l@dE,ADJ,10,1.35,0.61
11769,défendu,def@dy,ADJ,7,1.35,4.8
11774,répandu,Rep@dy,ADJ,7,1.34,4.05
11777,intermédiaire,5tERmedjER,ADJ,13,1.34,3.04
11779,drogué,dRoge,ADJ,6,1.34,0.81
11781,instinctif,5st5ktif,ADJ,10,1.34,9.59
11782,rival,Rival,ADJ,5,1.34,4.05
11784,patriote,patRijOt,ADJ,8,1.34,1.42
11790,accroché,akRoSe,ADJ,8,1.34,3.51
11796,rance,R@s,ADJ,5,1.34,4.26
11797,savoureux,savuR2,ADJ,9,1.34,6.89
11801,engourdi,@guRdi,ADJ,8,1.34,5.61
11803,producteur,pRodykt9R,ADJ,10,1.34,1.01
11813,beat,bit,ADJ,4,1.34,0.2
11815,poussé,puse,ADJ,6,1.34,5.34
11834,renversé,R@vERse,ADJ,8,1.33,10.47
11839,vidé,vide,ADJ,4,1.33,3.31
11849,évadé,evade,ADJ,5,1.33,0.95
11854,injustifié,5Zystifje,ADJ,10,1.33,1.42
11859,enjoué,@Zwe,ADJ,6,1.33,4.39
11867,baveux,bav2,ADJ,6,1.33,4.05
11870,foyer,fwaje,ADJ,5,1.32,1.49
11880,interrompu,5tER§py,ADJ,10,1.32,3.85
11884,miro,miRo,ADJ,4,1.32,0.61
11892,déclaré,deklaRe,ADJ,7,1.32,2.36
11908,désorienté,dezoRj@te,ADJ,10,1.31,2.5
11911,nostalgique,nOstalZik,ADJ,11,1.31,5.27
11912,renversant,R@vERs@,ADJ,10,1.31,0.95
11917,crade,kRad,ADJ,5,1.31,1.55
11918,caractéristique,kaRakteRistik,ADJ,15,1.31,4.73
11925,câlin,kal5,ADJ,5,1.31,2.84
11926,fastoche,fastOS,ADJ,8,1.31,0.41
11939,apeuré,ap9Re,ADJ,6,1.31,5.68
11944,paf,paf,ADJ,3,1.31,2.23
11955,négociable,negosjabl,ADJ,10,1.31,0.68
11975,penché,p@Se,ADJ,6,1.3,11.01
11980,malabar,malabaR,ADJ,7,1.3,0.0
11986,ample,@pl,ADJ,5,1.3,11.89
11988,aride,aRid,ADJ,5,1.3,6.15
11989,basique,bazik,ADJ,7,1.3,0.0
11991,balèze,balEz,ADJ,6,1.3,0.81
12003,photographique,fotogRafik,ADJ,14,1.3,3.78
12008,disant,diz@,ADJ,6,1.3,7.09
12012,novice,novis,ADJ,6,1.29,1.15
12014,rustique,Rystik,ADJ,8,1.29,6.22
12015,étincelant,et5s°l@,ADJ,10,1.29,13.18
12018,inexistant,inEgzist@,ADJ,10,1.29,3.65
12020,arbitraire,aRbitRER,ADJ,10,1.29,3.78
12028,instructeur,5stRykt9R,ADJ,11,1.29,0.95
12032,fusillé,fyzije,ADJ,7,1.29,2.5
12034,diabétique,djabetik,ADJ,10,1.29,0.34
12036,inactif,inaktif,ADJ,7,1.29,1.22
12039,mensonger,m@s§Ze,ADJ,9,1.29,1.96
12043,indolent,5dol@,ADJ,8,1.29,2.91
12048,salutaire,salytER,ADJ,9,1.29,2.5
12052,libertin,libERt5,ADJ,8,1.29,1.76
12054,incontestable,5k§tEstabl,ADJ,13,1.29,1.89
12057,ferroviaire,fERovjER,ADJ,11,1.29,1.49
12059,milliardaire,miljaRdER,ADJ,12,1.29,1.76
12066,tarte,taRt,ADJ,5,1.29,3.04
12067,déchaîné,deSEne,ADJ,8,1.29,4.8
12072,amputé,@pyte,ADJ,6,1.28,1.49
12080,croissant,kRwas@,ADJ,9,1.28,7.43
12083,mastoc,mastOk,ADJ,6,1.28,0.68
12097,apaisant,apEz@,ADJ,8,1.28,6.62
12103,persuasif,pERs8azif,ADJ,9,1.28,2.5
12111,inexpérimenté,inEkspeRim@te,ADJ,13,1.28,1.01
12112,décoré,dekoRe,ADJ,6,1.28,2.97
12115,préhistorique,pReistoRik,ADJ,13,1.28,2.91
12117,disciplinaire,disiplinER,ADJ,13,1.28,1.15
12119,buté,byte,ADJ,4,1.28,8.58
12125,compétitif,k§petitif,ADJ,10,1.27,0.0
12126,gammée,game,ADJ,6,1.27,3.45
12136,control,k§tRol,ADJ,7,1.27,0.07
12142,exclu,Ekskly,ADJ,5,1.27,3.51
12150,urinaire,yRinER,ADJ,8,1.27,0.34
12154,hindou,5du,ADJ,6,1.27,2.03
12164,inavouable,inavwabl,ADJ,10,1.27,2.84
12169,pétillant,petij@,ADJ,9,1.27,3.24
12174,laitier,letje,ADJ,7,1.26,0.74
12177,pathologique,patoloZik,ADJ,12,1.26,1.22
12178,provincial,pRov5sjal,ADJ,10,1.26,5.74
12180,vasculaire,vaskylER,ADJ,10,1.26,0.27
12184,inné,ine,ADJ,4,1.26,2.97
12188,ascendant,as@d@,ADJ,9,1.26,2.36
12193,costumé,kOstyme,ADJ,7,1.26,1.08
12195,défaitiste,defetist,ADJ,10,1.26,0.41
12204,soupçonneux,supson2,ADJ,11,1.25,6.22
12206,subjectif,sybZEktif,ADJ,9,1.25,1.49
12216,diplomate,diplomat,ADJ,9,1.25,2.23
12222,latent,lat@,ADJ,6,1.25,2.84
12233,frisquet,fRiskE,ADJ,8,1.25,1.01
12236,inscrit,5skRi,ADJ,7,1.25,2.3
12237,inefficace,inefikas,ADJ,10,1.25,1.28
12238,constructif,k§stRyktif,ADJ,11,1.25,1.28
12239,maigrichon,megRiS§,ADJ,10,1.25,2.3
12241,auditif,oditif,ADJ,7,1.25,1.28
12243,indirect,5diREkt,ADJ,8,1.25,3.78
12256,enchaîné,@Sene,ADJ,8,1.25,3.11
12257,titulaire,titylER,ADJ,9,1.25,1.28
12267,nuageux,n8aZ2,ADJ,7,1.24,1.28
12275,bolchevique,bOlS°vik,ADJ,11,1.24,1.49
12276,refoulé,R°fule,ADJ,7,1.24,1.69
12278,dépravé,depRave,ADJ,7,1.24,0.68
12282,baroque,baROk,ADJ,7,1.24,4.86
12286,osé,oze,ADJ,3,1.24,0.88
12292,irremplaçable,iR@plasabl,ADJ,13,1.23,5.14
12294,hippie,ipi,ADJ,6,1.23,0.2
12300,morose,moRoz,ADJ,6,1.23,8.78
12307,bis,bis,ADJ,3,1.23,2.03
12308,approuvé,apRuve,ADJ,8,1.23,0.27
12317,provocant,pRovok@,ADJ,9,1.23,5.68
12322,londonien,l§donj5,ADJ,9,1.23,0.95
12328,incompatible,5k§patibl,ADJ,12,1.23,3.11
12330,inexpliqué,inEksplike,ADJ,10,1.23,1.55
12333,californien,kalifORnj5,ADJ,11,1.23,1.15
12343,éthique,etik,ADJ,7,1.22,0.41
12344,moelleux,mwal2,ADJ,8,1.22,6.22
12346,mélangé,mel@Ze,ADJ,7,1.22,2.97
12347,joué,Zwe,ADJ,4,1.22,1.22
12354,digestif,diZEstif,ADJ,8,1.22,1.82
12356,fondé,f§de,ADJ,5,1.22,1.82
12364,inchangé,5S@Ze,ADJ,8,1.22,1.69
12367,pakistanais,pakistanE,ADJ,11,1.22,0.47
12371,élaboré,elaboRe,ADJ,7,1.22,0.68
12373,continuel,k§tin8El,ADJ,9,1.22,6.76
12375,marseillais,maRsEjE,ADJ,11,1.22,1.35
12376,lacrymogène,lakRimoZEn,ADJ,11,1.22,0.81
12377,attachant,ataS@,ADJ,9,1.22,2.03
12382,lu,ly,ADJ,2,1.21,3.11
12387,bouilli,buji,ADJ,7,1.21,4.26
12389,béant,be@,ADJ,5,1.21,10.34
12393,laborieux,laboRj2,ADJ,9,1.21,7.16
12401,pompette,p§pEt,ADJ,8,1.21,0.41
12402,injoignable,5ZwaNabl,ADJ,11,1.21,0.07
12409,afro,afRo,ADJ,4,1.21,0.27
12410,pépère,pepER,ADJ,6,1.21,3.18
12417,neural,n2Ral,ADJ,6,1.21,0.0
12419,incident,5sid@,ADJ,8,1.2,1.69
12424,idéaliste,idealist,ADJ,9,1.2,1.15
12430,prolétaire,pRoletER,ADJ,10,1.2,1.28
12432,inconditionnel,5k§disjonEl,ADJ,14,1.2,0.54
12433,foncier,f§sje,ADJ,7,1.2,2.64
12441,enivrant,@nivR@,ADJ,8,1.2,3.38
12443,cliché,kliSe,ADJ,6,1.2,0.54
12445,suppliant,syplij@,ADJ,9,1.2,7.09
12447,comestible,komEstibl,ADJ,10,1.2,2.36
12450,inébranlable,inebR@labl,ADJ,12,1.2,3.72
12451,blessant,blEs@,ADJ,8,1.2,2.91
12452,incendiaire,5s@djER,ADJ,11,1.2,1.89
12453,beurre,b9R,ADJ,6,1.2,1.69
12457,névrosé,nevRoze,ADJ,7,1.2,0.74
12461,puce,pys,ADJ,4,1.19,1.01
12462,alpin,alp5,ADJ,5,1.19,3.04
12467,viral,viRal,ADJ,5,1.19,0.61
12468,martyr,maRtiR,ADJ,6,1.19,2.16
12474,ailé,ele,ADJ,4,1.19,3.04
12480,frêle,fREl,ADJ,5,1.19,12.03
12481,endurci,@dyRsi,ADJ,7,1.19,1.28
12485,niais,njE,ADJ,5,1.19,5.68
12487,zélé,zele,ADJ,4,1.19,2.97
12489,frappé,fRape,ADJ,6,1.19,3.99
12491,irakien,iRakj5,ADJ,7,1.19,0.34
12492,gitan,Zit@,ADJ,5,1.19,2.77
12493,obsolète,OpsolEt,ADJ,8,1.19,0.14
12501,brumeux,bRym2,ADJ,7,1.19,6.89
12505,rural,RyRal,ADJ,5,1.19,3.51
12511,fétide,fetid,ADJ,6,1.18,2.7
12514,analphabète,analfabEt,ADJ,11,1.18,1.22
12518,difforme,difORm,ADJ,8,1.18,2.91
12519,lavé,lave,ADJ,4,1.18,7.16
12522,mafieux,mafj2,ADJ,7,1.18,0.2
12528,irritant,iRit@,ADJ,8,1.18,4.26
12529,fiévreux,fjevR2,ADJ,8,1.18,11.01
12531,plouc,pluk,ADJ,5,1.18,0.61
12537,parasite,paRazit,ADJ,8,1.18,1.35
12541,germanique,ZERmanik,ADJ,10,1.18,4.73
12547,sélectif,selEktif,ADJ,8,1.18,1.22
12560,respectif,REspEktif,ADJ,9,1.17,7.7
12565,canadienne,kanadjEn,ADJ,10,1.17,2.03
12570,ruiné,R8ine,ADJ,5,1.17,3.92
12572,angoissé,@gwase,ADJ,8,1.17,5.27
12573,annexe,anEks,ADJ,6,1.17,1.22
12575,requis,R°ki,ADJ,6,1.17,0.68
12576,sortant,sORt@,ADJ,7,1.17,1.49
12590,obtus,Opty,ADJ,5,1.17,4.66
12598,exaltant,Egzalt@,ADJ,8,1.17,6.76
12599,saccadé,sakade,ADJ,7,1.17,5.2
12603,puritain,pyRit5,ADJ,8,1.16,2.03
12610,harmonieux,aRmonj2,ADJ,10,1.16,7.09
12611,alcoolo,alkolo,ADJ,7,1.16,0.47
12613,négligeable,negliZabl,ADJ,11,1.16,5.0
12616,consécutif,k§sekytif,ADJ,10,1.16,1.82
12621,narcissique,naRsisik,ADJ,11,1.16,0.88
12622,insaisissable,5sezisabl,ADJ,13,1.16,6.15
12628,jetable,Z°tabl,ADJ,7,1.16,0.54
12631,bouffi,bufi,ADJ,6,1.16,3.92
12637,mordu,mORdy,ADJ,5,1.16,1.55
12638,hypnotique,ipnotik,ADJ,10,1.16,0.74
12649,indécis,5desi,ADJ,7,1.15,11.42
12652,mythique,mitik,ADJ,8,1.15,4.19
12664,archaïque,aRkaik,ADJ,9,1.15,2.5
12675,communautaire,komynotER,ADJ,13,1.15,1.49
12681,carburant,kaRbyR@,ADJ,9,1.15,0.14
12685,jeté,Z°te,ADJ,4,1.15,9.32
12690,consultant,k§sylt@,ADJ,10,1.14,0.2
12698,citron,sitR§,ADJ,6,1.14,2.57
12699,fortiche,fORtiS,ADJ,8,1.14,2.03
12702,servile,sERvil,ADJ,7,1.14,3.65
12705,impertinent,5pERtin@,ADJ,11,1.14,1.01
12712,impopulaire,5popylER,ADJ,11,1.14,0.14
12715,reposant,R°poz@,ADJ,8,1.14,3.58
12716,extrait,EkstRE,ADJ,7,1.14,1.55
12723,cannibale,kanibal,ADJ,9,1.14,0.41
12732,prolongé,pRol§Ze,ADJ,8,1.14,6.49
12745,statistique,statistik,ADJ,11,1.13,0.88
12754,exécrable,EgzekRabl,ADJ,9,1.13,2.16
12755,impudent,5pyd@,ADJ,8,1.13,1.35
12758,mino,mino,ADJ,4,1.13,0.27
12761,galactique,galaktik,ADJ,10,1.13,0.14
12762,éclaté,eklate,ADJ,6,1.13,3.99
12769,hors-jeu,ORZ2,ADJ,8,1.13,0.2
12771,aspirant,aspiR@,ADJ,8,1.13,1.15
12779,hargneux,aRN2,ADJ,8,1.13,9.46
12780,rompu,R§py,ADJ,5,1.13,5.07
12783,intraveineux,5tRavEn2,ADJ,12,1.13,0.34
12785,éliminé,elimine,ADJ,7,1.13,0.61
12786,catégorique,kategoRik,ADJ,11,1.13,5.47
12789,tumultueux,tymylt82,ADJ,10,1.13,5.95
12790,indiscutable,5diskytabl,ADJ,12,1.13,5.27
12801,débordant,debORd@,ADJ,9,1.13,4.66
12806,dorsal,dORsal,ADJ,6,1.12,0.88
12809,féministe,feminist,ADJ,9,1.12,2.03
12814,auguste,ogyst,ADJ,7,1.12,2.09
12816,plaintif,pl5tif,ADJ,8,1.12,6.82
12817,expressif,EkspResif,ADJ,9,1.12,2.09
12833,invulnérable,5vylneRabl,ADJ,12,1.12,3.18
12838,comble,k§bl,ADJ,6,1.12,3.04
12839,pudique,pydik,ADJ,7,1.12,5.27
12841,assoiffé,aswafe,ADJ,8,1.12,1.62
12843,prévenant,pREv°n@,ADJ,9,1.12,1.35
12858,rétro,RetRo,ADJ,5,1.12,0.81
12867,tabou,tabu,ADJ,5,1.11,1.35
12872,suave,s8av,ADJ,5,1.11,7.43
12877,balistique,balistik,ADJ,10,1.11,0.14
12878,inexploré,inEksploRe,ADJ,9,1.11,0.61
12880,astronomique,astRonomik,ADJ,12,1.11,1.89
12882,carcéral,kaRseRal,ADJ,8,1.11,2.3
12885,maure,moR,ADJ,5,1.11,0.81
12903,captif,kaptif,ADJ,6,1.11,4.8
12904,profane,pRofan,ADJ,7,1.11,2.84
12918,mol,mOl,ADJ,3,1.1,1.28
12922,manifeste,manifEst,ADJ,9,1.1,3.45
12925,orchestral,ORkEstRal,ADJ,10,1.1,0.14
12926,intégré,5tegRe,ADJ,7,1.1,1.01
12931,inédit,inedi,ADJ,6,1.1,5.34
12932,dépourvu,depuRvy,ADJ,8,1.1,4.32
12934,entouré,@tuRe,ADJ,7,1.1,2.97
12936,déchu,deSy,ADJ,5,1.1,3.85
12937,hybride,ibRid,ADJ,7,1.1,1.01
12942,électrogène,elEktRoZEn,ADJ,11,1.1,0.34
12943,vindicatif,v5dikatif,ADJ,10,1.1,2.23
12952,averti,avERti,ADJ,6,1.1,5.07
12953,scintillant,s5tij@,ADJ,11,1.1,6.01
12955,repu,R°py,ADJ,4,1.1,3.18
12957,écoulé,ekule,ADJ,6,1.1,2.97
12962,vénéré,veneRe,ADJ,6,1.1,1.62
12966,correspondant,koREsp§d@,ADJ,13,1.1,3.24
12969,suspicieux,syspisj2,ADJ,10,1.1,0.88
12972,couchant,kuS@,ADJ,8,1.1,4.93
12975,magnanime,maNanim,ADJ,9,1.09,2.09
12976,fuyant,f8ij@,ADJ,6,1.09,8.31
12977,crédule,kRedyl,ADJ,7,1.09,1.42
12989,napolitain,napolit5,ADJ,10,1.09,1.96
12991,neuvième,n9vjEm,ADJ,8,1.09,1.49
12993,portoricain,pORtoRik5,ADJ,11,1.09,0.07
12994,déroutant,deRut@,ADJ,9,1.09,2.03
13001,sexiste,seksist,ADJ,7,1.09,0.07
13002,servant,sERv@,ADJ,7,1.09,1.15
13004,désinvolte,dez5vOlt,ADJ,10,1.09,7.5
13005,schizophrène,skizofREn,ADJ,12,1.09,0.41
13008,offrant,ofR@,ADJ,7,1.09,0.47
13015,pensant,p@s@,ADJ,7,1.09,6.08
13016,infrarouge,5fRaRuZ,ADJ,10,1.09,0.0
13017,maussade,mosad,ADJ,8,1.09,7.97
13021,arc-en-ciel,aRk@sjEl,ADJ,11,1.09,0.47
13023,cardinal,kaRdinal,ADJ,8,1.09,4.12
13025,minier,minje,ADJ,6,1.09,1.42
13029,substantiel,sypst@sjEl,ADJ,11,1.08,2.43
13030,littéral,liteRal,ADJ,8,1.08,1.49
13034,mise,miz,ADJ,4,1.08,3.18
13042,grassouillet,gRasujE,ADJ,12,1.08,1.96
13049,séduit,sed8i,ADJ,6,1.08,1.89
13050,progressiste,pRogResist,ADJ,12,1.08,1.08
13053,effarant,efaR@,ADJ,8,1.08,2.57
13056,échappé,eSape,ADJ,7,1.08,2.5
13060,frileux,fRil2,ADJ,7,1.08,5.88
13069,rugueux,Ryg2,ADJ,7,1.08,8.78
13074,envahissant,@vais@,ADJ,11,1.08,3.18
13078,côtier,kotje,ADJ,6,1.08,1.96
13079,repris,R°pRi,ADJ,6,1.08,3.51
13082,indésirable,5deziRabl,ADJ,11,1.08,1.08
13083,budgétaire,bydZetER,ADJ,10,1.08,0.27
13084,illicite,ilisit,ADJ,8,1.07,1.42
13085,indomptable,5d§tabl,ADJ,11,1.07,1.28
13086,intergalactique,5tERgalaktik,ADJ,15,1.07,0.14
13089,approximatif,apROksimatif,ADJ,12,1.07,3.65
13091,éhonté,e§te,ADJ,6,1.07,1.28
13092,arménien,aRmenj5,ADJ,8,1.07,0.95
13093,discipliné,disipline,ADJ,10,1.07,2.16
13098,battant,bat@,ADJ,7,1.07,12.84
13100,décontracté,dek§tRakte,ADJ,11,1.07,1.01
13121,flamboyant,fl@bwaj@,ADJ,10,1.07,5.41
13123,flasque,flask,ADJ,7,1.07,6.89
13125,enfoui,@fwi,ADJ,6,1.07,5.07
13126,comblé,k§ble,ADJ,6,1.06,4.19
13128,piqué,pike,ADJ,5,1.06,4.86
13129,morne,mORn,ADJ,5,1.06,19.66
13130,attardé,ataRde,ADJ,7,1.06,3.11
13131,aigri,egRi,ADJ,5,1.06,1.08
13133,rocheux,RoS2,ADJ,7,1.06,10.0
13135,réjouissant,ReZwis@,ADJ,11,1.06,1.76
13144,enclenché,@kl@Se,ADJ,9,1.06,0.27
13147,impec,5pEk,ADJ,5,1.06,1.96
13149,amiable,amjabl,ADJ,7,1.06,1.82
13150,clignotant,kliNot@,ADJ,10,1.06,2.77
13160,retardé,R°taRde,ADJ,7,1.06,0.88
13161,représentatif,R°pRez@tatif,ADJ,13,1.06,2.16
13164,scellé,sele,ADJ,6,1.06,3.65
13168,médico-légal,medikolegal,ADJ,12,1.06,0.54
13169,consistant,k§sist@,ADJ,10,1.06,1.55
13172,polisson,polis§,ADJ,8,1.06,0.68
13173,fanny,fani,ADJ,5,1.06,0.14
13175,fanatique,fanatik,ADJ,9,1.06,2.5
13183,suceur,sys9R,ADJ,6,1.06,0.95
13185,funk,f1k,ADJ,4,1.06,0.14
13190,relaxe,R°laks,ADJ,6,1.05,0.0
13193,lai,lE,ADJ,3,1.05,0.14
13207,emprunté,@pR1te,ADJ,8,1.05,2.7
13215,répété,Repete,ADJ,6,1.05,6.49
13219,foetal,fetal,ADJ,6,1.05,1.35
13220,nutritif,nytRitif,ADJ,8,1.05,0.41
13221,réalisé,Realize,ADJ,7,1.05,1.15
13224,coléreux,koleR2,ADJ,8,1.05,2.64
13225,fructueux,fRykt82,ADJ,9,1.05,3.24
13230,risible,Rizibl,ADJ,7,1.05,3.45
13231,scélérat,seleRa,ADJ,8,1.05,0.27
13234,friqué,fRike,ADJ,6,1.05,0.74
13236,désintéressé,dez5teRese,ADJ,12,1.05,2.64
13244,adhésif,adezif,ADJ,7,1.05,0.81
13252,baraqué,baRake,ADJ,7,1.04,0.68
13253,possessif,posesif,ADJ,9,1.04,1.76
13255,ridé,Ride,ADJ,4,1.04,7.16
13258,putride,pytRid,ADJ,7,1.04,0.95
13260,microscopique,mikRoskopik,ADJ,13,1.04,2.23
13264,passible,pasibl,ADJ,8,1.04,0.61
13267,réchauffé,ReSofe,ADJ,9,1.04,1.15
13269,vietnamien,vjEtnamj5,ADJ,10,1.04,0.68
13270,malpoli,malpoli,ADJ,7,1.04,0.34
13274,révélateur,Revelat9R,ADJ,10,1.04,2.91
13284,dérangeant,deR@Z@,ADJ,10,1.04,1.01
13285,compulsif,k§pylsif,ADJ,9,1.04,0.14
13289,majoritaire,maZoRitER,ADJ,11,1.04,0.61
13290,insoutenable,5sut°nabl,ADJ,12,1.04,4.86
13295,envieux,@vj2,ADJ,7,1.04,1.76
13296,indigène,5diZEn,ADJ,8,1.04,4.19
13302,ingénu,5Zeny,ADJ,6,1.03,1.96
13308,romanesque,RomanEsk,ADJ,10,1.03,10.07
13312,crevant,kR°v@,ADJ,7,1.03,0.74
13324,velu,v°ly,ADJ,4,1.03,7.43
13327,chantant,S@t@,ADJ,8,1.03,7.36
13329,décapotable,dekapotabl,ADJ,11,1.03,2.3
13336,anodin,anod5,ADJ,6,1.03,8.65
13337,éclos,eklo,ADJ,5,1.03,2.09
13342,divisionnaire,divizjonER,ADJ,13,1.03,3.45
